,carpark_number,lot_type,2022_8_1_0_20_0,2022_8_1_1_20_0,2022_8_1_2_20_0,2022_8_1_3_20_0,2022_8_1_4_20_0,2022_8_1_5_20_0,2022_8_1_6_20_0,2022_8_1_7_20_0,2022_8_1_8_20_0,2022_8_1_9_20_0,2022_8_1_10_20_0,2022_8_1_11_20_0,2022_8_1_12_20_0,2022_8_1_13_20_0,2022_8_1_14_20_0,2022_8_1_15_20_0,2022_8_1_16_20_0,2022_8_1_17_20_0,2022_8_1_18_20_0,2022_8_1_19_20_0,2022_8_1_20_20_0,2022_8_1_21_20_0,2022_8_1_22_20_0,2022_8_1_23_20_0,2022_8_2_0_20_0,2022_8_2_1_20_0,2022_8_2_2_20_0,2022_8_2_3_20_0,2022_8_2_4_20_0,2022_8_2_5_20_0,2022_8_2_6_20_0,2022_8_2_7_20_0,2022_8_2_8_20_0,2022_8_2_9_20_0,2022_8_2_10_20_0,2022_8_2_11_20_0,2022_8_2_12_20_0,2022_8_2_13_20_0,2022_8_2_14_20_0,2022_8_2_15_20_0,2022_8_2_16_20_0,2022_8_2_17_20_0,2022_8_2_18_20_0,2022_8_2_19_20_0,2022_8_2_20_20_0,2022_8_2_21_20_0,2022_8_2_22_20_0,2022_8_2_23_20_0,2022_8_3_0_20_0,2022_8_3_1_20_0,2022_8_3_2_20_0,2022_8_3_3_20_0,2022_8_3_4_20_0,2022_8_3_5_20_0,2022_8_3_6_20_0,2022_8_3_7_20_0,2022_8_3_8_20_0,2022_8_3_9_20_0,2022_8_3_10_20_0,2022_8_3_11_20_0,2022_8_3_12_20_0,2022_8_3_13_20_0,2022_8_3_14_20_0,2022_8_3_15_20_0,2022_8_3_16_20_0,2022_8_3_17_20_0,2022_8_3_18_20_0,2022_8_3_19_20_0,2022_8_3_20_20_0,2022_8_3_21_20_0,2022_8_3_22_20_0,2022_8_3_23_20_0,2022_8_4_0_20_0,2022_8_4_1_20_0,2022_8_4_2_20_0,2022_8_4_3_20_0,2022_8_4_4_20_0,2022_8_4_5_20_0,2022_8_4_6_20_0,2022_8_4_7_20_0,2022_8_4_8_20_0,2022_8_4_9_20_0,2022_8_4_10_20_0,2022_8_4_11_20_0,2022_8_4_12_20_0,2022_8_4_13_20_0,2022_8_4_14_20_0,2022_8_4_15_20_0,2022_8_4_16_20_0,2022_8_4_17_20_0,2022_8_4_18_20_0,2022_8_4_19_20_0,2022_8_4_20_20_0,2022_8_4_21_20_0,2022_8_4_22_20_0,2022_8_4_23_20_0,2022_8_5_0_20_0,2022_8_5_1_20_0,2022_8_5_2_20_0,2022_8_5_3_20_0,2022_8_5_4_20_0,2022_8_5_5_20_0,2022_8_5_6_20_0,2022_8_5_7_20_0,2022_8_5_8_20_0,2022_8_5_9_20_0,2022_8_5_10_20_0,2022_8_5_11_20_0,2022_8_5_12_20_0,2022_8_5_13_20_0,2022_8_5_14_20_0,2022_8_5_15_20_0,2022_8_5_16_20_0,2022_8_5_17_20_0,2022_8_5_18_20_0,2022_8_5_19_20_0,2022_8_5_20_20_0,2022_8_5_21_20_0,2022_8_5_22_20_0,2022_8_5_23_20_0,2022_8_6_0_20_0,2022_8_6_1_20_0,2022_8_6_2_20_0,2022_8_6_3_20_0,2022_8_6_4_20_0,2022_8_6_5_20_0,2022_8_6_6_20_0,2022_8_6_7_20_0,2022_8_6_8_20_0,2022_8_6_9_20_0,2022_8_6_10_20_0,2022_8_6_11_20_0,2022_8_6_12_20_0,2022_8_6_13_20_0,2022_8_6_14_20_0,2022_8_6_15_20_0,2022_8_6_16_20_0,2022_8_6_17_20_0,2022_8_6_18_20_0,2022_8_6_19_20_0,2022_8_6_20_20_0,2022_8_6_21_20_0,2022_8_6_22_20_0,2022_8_6_23_20_0,2022_8_7_0_20_0,2022_8_7_1_20_0,2022_8_7_2_20_0,2022_8_7_3_20_0,2022_8_7_4_20_0,2022_8_7_5_20_0,2022_8_7_6_20_0,2022_8_7_7_20_0,2022_8_7_8_20_0,2022_8_7_9_20_0,2022_8_7_10_20_0,2022_8_7_11_20_0,2022_8_7_12_20_0,2022_8_7_13_20_0,2022_8_7_14_20_0,2022_8_7_15_20_0,2022_8_7_16_20_0,2022_8_7_17_20_0,2022_8_7_18_20_0,2022_8_7_19_20_0,2022_8_7_20_20_0,2022_8_7_21_20_0,2022_8_7_22_20_0,2022_8_7_23_20_0,2022_8_8_0_20_0,2022_8_8_1_20_0,2022_8_8_2_20_0,2022_8_8_3_20_0,2022_8_8_4_20_0,2022_8_8_5_20_0,2022_8_8_6_20_0,2022_8_8_7_20_0,2022_8_8_8_20_0,2022_8_8_9_20_0,2022_8_8_10_20_0,2022_8_8_11_20_0,2022_8_8_12_20_0,2022_8_8_13_20_0,2022_8_8_14_20_0,2022_8_8_15_20_0,2022_8_8_16_20_0,2022_8_8_17_20_0,2022_8_8_18_20_0,2022_8_8_19_20_0,2022_8_8_20_20_0,2022_8_8_21_20_0,2022_8_8_22_20_0,2022_8_8_23_20_0,2022_8_9_0_20_0,2022_8_9_1_20_0,2022_8_9_2_20_0,2022_8_9_3_20_0,2022_8_9_4_20_0,2022_8_9_5_20_0,2022_8_9_6_20_0,2022_8_9_7_20_0,2022_8_9_8_20_0,2022_8_9_9_20_0,2022_8_9_10_20_0,2022_8_9_11_20_0,2022_8_9_12_20_0,2022_8_9_13_20_0,2022_8_9_14_20_0,2022_8_9_15_20_0,2022_8_9_16_20_0,2022_8_9_17_20_0,2022_8_9_18_20_0,2022_8_9_19_20_0,2022_8_9_20_20_0,2022_8_9_21_20_0,2022_8_9_22_20_0,2022_8_9_23_20_0,2022_8_10_0_20_0,2022_8_10_1_20_0,2022_8_10_2_20_0,2022_8_10_3_20_0,2022_8_10_4_20_0,2022_8_10_5_20_0,2022_8_10_6_20_0,2022_8_10_7_20_0,2022_8_10_8_20_0,2022_8_10_9_20_0,2022_8_10_10_20_0,2022_8_10_11_20_0,2022_8_10_12_20_0,2022_8_10_13_20_0,2022_8_10_14_20_0,2022_8_10_15_20_0,2022_8_10_16_20_0,2022_8_10_17_20_0,2022_8_10_18_20_0,2022_8_10_19_20_0,2022_8_10_20_20_0,2022_8_10_21_20_0,2022_8_10_22_20_0,2022_8_10_23_20_0,2022_8_11_0_20_0,2022_8_11_1_20_0,2022_8_11_2_20_0,2022_8_11_3_20_0,2022_8_11_4_20_0,2022_8_11_5_20_0,2022_8_11_6_20_0,2022_8_11_7_20_0,2022_8_11_8_20_0,2022_8_11_9_20_0,2022_8_11_10_20_0,2022_8_11_11_20_0,2022_8_11_12_20_0,2022_8_11_13_20_0,2022_8_11_14_20_0,2022_8_11_15_20_0,2022_8_11_16_20_0,2022_8_11_17_20_0,2022_8_11_18_20_0,2022_8_11_19_20_0,2022_8_11_20_20_0,2022_8_11_21_20_0,2022_8_11_22_20_0,2022_8_11_23_20_0,2022_8_12_0_20_0,2022_8_12_1_20_0,2022_8_12_2_20_0,2022_8_12_3_20_0,2022_8_12_4_20_0,2022_8_12_5_20_0,2022_8_12_6_20_0,2022_8_12_7_20_0,2022_8_12_8_20_0,2022_8_12_9_20_0,2022_8_12_10_20_0,2022_8_12_11_20_0,2022_8_12_12_20_0,2022_8_12_13_20_0,2022_8_12_14_20_0,2022_8_12_15_20_0,2022_8_12_16_20_0,2022_8_12_17_20_0,2022_8_12_18_20_0,2022_8_12_19_20_0,2022_8_12_20_20_0,2022_8_12_21_20_0,2022_8_12_22_20_0,2022_8_12_23_20_0,2022_8_13_0_20_0,2022_8_13_1_20_0,2022_8_13_2_20_0,2022_8_13_3_20_0,2022_8_13_4_20_0,2022_8_13_5_20_0,2022_8_13_6_20_0,2022_8_13_7_20_0,2022_8_13_8_20_0,2022_8_13_9_20_0,2022_8_13_10_20_0,2022_8_13_11_20_0,2022_8_13_12_20_0,2022_8_13_13_20_0,2022_8_13_14_20_0,2022_8_13_15_20_0,2022_8_13_16_20_0,2022_8_13_17_20_0,2022_8_13_18_20_0,2022_8_13_19_20_0,2022_8_13_20_20_0,2022_8_13_21_20_0,2022_8_13_22_20_0,2022_8_13_23_20_0,2022_8_14_0_20_0,2022_8_14_1_20_0,2022_8_14_2_20_0,2022_8_14_3_20_0,2022_8_14_4_20_0,2022_8_14_5_20_0,2022_8_14_6_20_0,2022_8_14_7_20_0,2022_8_14_8_20_0,2022_8_14_9_20_0,2022_8_14_10_20_0,2022_8_14_11_20_0,2022_8_14_12_20_0,2022_8_14_13_20_0,2022_8_14_14_20_0,2022_8_14_15_20_0,2022_8_14_16_20_0,2022_8_14_17_20_0,2022_8_14_18_20_0,2022_8_14_19_20_0,2022_8_14_20_20_0,2022_8_14_21_20_0,2022_8_14_22_20_0,2022_8_14_23_20_0,2022_8_15_0_20_0,2022_8_15_1_20_0,2022_8_15_2_20_0,2022_8_15_3_20_0,2022_8_15_4_20_0,2022_8_15_5_20_0,2022_8_15_6_20_0,2022_8_15_7_20_0,2022_8_15_8_20_0,2022_8_15_9_20_0,2022_8_15_10_20_0,2022_8_15_11_20_0,2022_8_15_12_20_0,2022_8_15_13_20_0,2022_8_15_14_20_0,2022_8_15_15_20_0,2022_8_15_16_20_0,2022_8_15_17_20_0,2022_8_15_18_20_0,2022_8_15_19_20_0,2022_8_15_20_20_0,2022_8_15_21_20_0,2022_8_15_22_20_0,2022_8_15_23_20_0,2022_8_16_0_20_0,2022_8_16_1_20_0,2022_8_16_2_20_0,2022_8_16_3_20_0,2022_8_16_4_20_0,2022_8_16_5_20_0,2022_8_16_6_20_0,2022_8_16_7_20_0,2022_8_16_8_20_0,2022_8_16_9_20_0,2022_8_16_10_20_0,2022_8_16_11_20_0,2022_8_16_12_20_0,2022_8_16_13_20_0,2022_8_16_14_20_0,2022_8_16_15_20_0,2022_8_16_16_20_0,2022_8_16_17_20_0,2022_8_16_18_20_0,2022_8_16_19_20_0,2022_8_16_20_20_0,2022_8_16_21_20_0,2022_8_16_22_20_0,2022_8_16_23_20_0,2022_8_17_0_20_0,2022_8_17_1_20_0,2022_8_17_2_20_0,2022_8_17_3_20_0,2022_8_17_4_20_0,2022_8_17_5_20_0,2022_8_17_6_20_0,2022_8_17_7_20_0,2022_8_17_8_20_0,2022_8_17_9_20_0,2022_8_17_10_20_0,2022_8_17_11_20_0,2022_8_17_12_20_0,2022_8_17_13_20_0,2022_8_17_14_20_0,2022_8_17_15_20_0,2022_8_17_16_20_0,2022_8_17_17_20_0,2022_8_17_18_20_0,2022_8_17_19_20_0,2022_8_17_20_20_0,2022_8_17_21_20_0,2022_8_17_22_20_0,2022_8_17_23_20_0,2022_8_18_0_20_0,2022_8_18_1_20_0,2022_8_18_2_20_0,2022_8_18_3_20_0,2022_8_18_4_20_0,2022_8_18_5_20_0,2022_8_18_6_20_0,2022_8_18_7_20_0,2022_8_18_8_20_0,2022_8_18_9_20_0,2022_8_18_10_20_0,2022_8_18_11_20_0,2022_8_18_12_20_0,2022_8_18_13_20_0,2022_8_18_14_20_0,2022_8_18_15_20_0,2022_8_18_16_20_0,2022_8_18_17_20_0,2022_8_18_18_20_0,2022_8_18_19_20_0,2022_8_18_20_20_0,2022_8_18_21_20_0,2022_8_18_22_20_0,2022_8_18_23_20_0,2022_8_19_0_20_0,2022_8_19_1_20_0,2022_8_19_2_20_0,2022_8_19_3_20_0,2022_8_19_4_20_0,2022_8_19_5_20_0,2022_8_19_6_20_0,2022_8_19_7_20_0,2022_8_19_8_20_0,2022_8_19_9_20_0,2022_8_19_10_20_0,2022_8_19_11_20_0,2022_8_19_12_20_0,2022_8_19_13_20_0,2022_8_19_14_20_0,2022_8_19_15_20_0,2022_8_19_16_20_0,2022_8_19_17_20_0,2022_8_19_18_20_0,2022_8_19_19_20_0,2022_8_19_20_20_0,2022_8_19_21_20_0,2022_8_19_22_20_0,2022_8_19_23_20_0,2022_8_20_0_20_0,2022_8_20_1_20_0,2022_8_20_2_20_0,2022_8_20_3_20_0,2022_8_20_4_20_0,2022_8_20_5_20_0,2022_8_20_6_20_0,2022_8_20_7_20_0,2022_8_20_8_20_0,2022_8_20_9_20_0,2022_8_20_10_20_0,2022_8_20_11_20_0,2022_8_20_12_20_0,2022_8_20_13_20_0,2022_8_20_14_20_0,2022_8_20_15_20_0,2022_8_20_16_20_0,2022_8_20_17_20_0,2022_8_20_18_20_0,2022_8_20_19_20_0,2022_8_20_20_20_0,2022_8_20_21_20_0,2022_8_20_22_20_0,2022_8_20_23_20_0,2022_8_21_0_20_0,2022_8_21_1_20_0,2022_8_21_2_20_0,2022_8_21_3_20_0,2022_8_21_4_20_0,2022_8_21_5_20_0,2022_8_21_6_20_0,2022_8_21_7_20_0,2022_8_21_8_20_0,2022_8_21_9_20_0,2022_8_21_10_20_0,2022_8_21_11_20_0,2022_8_21_12_20_0,2022_8_21_13_20_0,2022_8_21_14_20_0,2022_8_21_15_20_0,2022_8_21_16_20_0,2022_8_21_17_20_0,2022_8_21_18_20_0,2022_8_21_19_20_0,2022_8_21_20_20_0,2022_8_21_21_20_0,2022_8_21_22_20_0,2022_8_21_23_20_0,2022_8_22_0_20_0,2022_8_22_1_20_0,2022_8_22_2_20_0,2022_8_22_3_20_0,2022_8_22_4_20_0,2022_8_22_5_20_0,2022_8_22_6_20_0,2022_8_22_7_20_0,2022_8_22_8_20_0,2022_8_22_9_20_0,2022_8_22_10_20_0,2022_8_22_11_20_0,2022_8_22_12_20_0,2022_8_22_13_20_0,2022_8_22_14_20_0,2022_8_22_15_20_0,2022_8_22_16_20_0,2022_8_22_17_20_0,2022_8_22_18_20_0,2022_8_22_19_20_0,2022_8_22_20_20_0,2022_8_22_21_20_0,2022_8_22_22_20_0,2022_8_22_23_20_0,2022_8_23_0_20_0,2022_8_23_1_20_0,2022_8_23_2_20_0,2022_8_23_3_20_0,2022_8_23_4_20_0,2022_8_23_5_20_0,2022_8_23_6_20_0,2022_8_23_7_20_0,2022_8_23_8_20_0,2022_8_23_9_20_0,2022_8_23_10_20_0,2022_8_23_11_20_0,2022_8_23_12_20_0,2022_8_23_13_20_0,2022_8_23_14_20_0,2022_8_23_15_20_0,2022_8_23_16_20_0,2022_8_23_17_20_0,2022_8_23_18_20_0,2022_8_23_19_20_0,2022_8_23_20_20_0,2022_8_23_21_20_0,2022_8_23_22_20_0,2022_8_23_23_20_0,2022_8_24_0_20_0,2022_8_24_1_20_0,2022_8_24_2_20_0,2022_8_24_3_20_0,2022_8_24_4_20_0,2022_8_24_5_20_0,2022_8_24_6_20_0,2022_8_24_7_20_0,2022_8_24_8_20_0,2022_8_24_9_20_0,2022_8_24_10_20_0,2022_8_24_11_20_0,2022_8_24_12_20_0,2022_8_24_13_20_0,2022_8_24_14_20_0,2022_8_24_15_20_0,2022_8_24_16_20_0,2022_8_24_17_20_0,2022_8_24_18_20_0,2022_8_24_19_20_0,2022_8_24_20_20_0,2022_8_24_21_20_0,2022_8_24_22_20_0,2022_8_24_23_20_0,2022_8_25_0_20_0,2022_8_25_1_20_0,2022_8_25_2_20_0,2022_8_25_3_20_0,2022_8_25_4_20_0,2022_8_25_5_20_0,2022_8_25_6_20_0,2022_8_25_7_20_0,2022_8_25_8_20_0,2022_8_25_9_20_0,2022_8_25_10_20_0,2022_8_25_11_20_0,2022_8_25_12_20_0,2022_8_25_13_20_0,2022_8_25_14_20_0,2022_8_25_15_20_0,2022_8_25_16_20_0,2022_8_25_17_20_0,2022_8_25_18_20_0,2022_8_25_19_20_0,2022_8_25_20_20_0,2022_8_25_21_20_0,2022_8_25_22_20_0,2022_8_25_23_20_0,2022_8_26_0_20_0,2022_8_26_1_20_0,2022_8_26_2_20_0,2022_8_26_3_20_0,2022_8_26_4_20_0,2022_8_26_5_20_0,2022_8_26_6_20_0,2022_8_26_7_20_0,2022_8_26_8_20_0,2022_8_26_9_20_0,2022_8_26_10_20_0,2022_8_26_11_20_0,2022_8_26_12_20_0,2022_8_26_13_20_0,2022_8_26_14_20_0,2022_8_26_15_20_0,2022_8_26_16_20_0,2022_8_26_17_20_0,2022_8_26_18_20_0,2022_8_26_19_20_0,2022_8_26_20_20_0,2022_8_26_21_20_0,2022_8_26_22_20_0,2022_8_26_23_20_0,2022_8_27_0_20_0,2022_8_27_1_20_0,2022_8_27_2_20_0,2022_8_27_3_20_0,2022_8_27_4_20_0,2022_8_27_5_20_0,2022_8_27_6_20_0,2022_8_27_7_20_0,2022_8_27_8_20_0,2022_8_27_9_20_0,2022_8_27_10_20_0,2022_8_27_11_20_0,2022_8_27_12_20_0,2022_8_27_13_20_0,2022_8_27_14_20_0,2022_8_27_15_20_0,2022_8_27_16_20_0,2022_8_27_17_20_0,2022_8_27_18_20_0,2022_8_27_19_20_0,2022_8_27_20_20_0,2022_8_27_21_20_0,2022_8_27_22_20_0,2022_8_27_23_20_0,2022_8_28_0_20_0,2022_8_28_1_20_0,2022_8_28_2_20_0,2022_8_28_3_20_0,2022_8_28_4_20_0,2022_8_28_5_20_0,2022_8_28_6_20_0,2022_8_28_7_20_0,2022_8_28_8_20_0,2022_8_28_9_20_0,2022_8_28_10_20_0,2022_8_28_11_20_0,2022_8_28_12_20_0,2022_8_28_13_20_0,2022_8_28_14_20_0,2022_8_28_15_20_0,2022_8_28_16_20_0,2022_8_28_17_20_0,2022_8_28_18_20_0,2022_8_28_19_20_0,2022_8_28_20_20_0,2022_8_28_21_20_0,2022_8_28_22_20_0,2022_8_28_23_20_0,2022_8_29_0_20_0,2022_8_29_1_20_0,2022_8_29_2_20_0,2022_8_29_3_20_0,2022_8_29_4_20_0,2022_8_29_5_20_0,2022_8_29_6_20_0,2022_8_29_7_20_0,2022_8_29_8_20_0,2022_8_29_9_20_0,2022_8_29_10_20_0,2022_8_29_11_20_0,2022_8_29_12_20_0,2022_8_29_13_20_0,2022_8_29_14_20_0,2022_8_29_15_20_0,2022_8_29_16_20_0,2022_8_29_17_20_0,2022_8_29_18_20_0,2022_8_29_19_20_0,2022_8_29_20_20_0,2022_8_29_21_20_0,2022_8_29_22_20_0,2022_8_29_23_20_0,2022_8_30_0_20_0,2022_8_30_1_20_0,2022_8_30_2_20_0,2022_8_30_3_20_0,2022_8_30_4_20_0,2022_8_30_5_20_0,2022_8_30_6_20_0,2022_8_30_7_20_0,2022_8_30_8_20_0,2022_8_30_9_20_0,2022_8_30_10_20_0,2022_8_30_11_20_0,2022_8_30_12_20_0,2022_8_30_13_20_0,2022_8_30_14_20_0,2022_8_30_15_20_0,2022_8_30_16_20_0,2022_8_30_17_20_0,2022_8_30_18_20_0,2022_8_30_19_20_0,2022_8_30_20_20_0,2022_8_30_21_20_0,2022_8_30_22_20_0,2022_8_30_23_20_0,2022_8_31_0_20_0,2022_8_31_1_20_0,2022_8_31_2_20_0,2022_8_31_3_20_0,2022_8_31_4_20_0,2022_8_31_5_20_0,2022_8_31_6_20_0,2022_8_31_7_20_0,2022_8_31_8_20_0,2022_8_31_9_20_0,2022_8_31_10_20_0,2022_8_31_11_20_0,2022_8_31_12_20_0,2022_8_31_13_20_0,2022_8_31_14_20_0,2022_8_31_15_20_0,2022_8_31_16_20_0,2022_8_31_17_20_0,2022_8_31_18_20_0,2022_8_31_19_20_0,2022_8_31_20_20_0,2022_8_31_21_20_0,2022_8_31_22_20_0,2022_8_31_23_20_0
68,AB26,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363
71,ACM,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,AR5M,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,90,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,,,,,,,,,,,,,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,,,,,,,,,,,,,,,,,,,,,,,102,,,,,,,,,,,,,,,,,,,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,90,,,,90,,,,,,,,90,,,,,90,,,,,,,,,
98,AR9,Y,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,11,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,BM14,Y,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
